Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H
1228,706,H,Atlanta,26,29,30,16,101,9.5,8.5,-475,1.5
1228,707,V,Cleveland,25,25,29,26,105,191,187,195,93
1228,708,H,Detroit,23,16,30,20,89,6,5.5,-235,5.5
1228,709,V,Boston,18,21,24,15,78,1.5,4.5,-200,4.5
1228,710,H,NewOrleans,24,24,24,25,97,175.5,174,170,86
1228,711,V,OklahomaCity,23,31,18,26,98,1,1,-120,94.5
1228,712,H,Memphis,20,29,21,25,95,195,192,100,0.5
1228,713,V,LAClippers,19,35,17,19,90,196,198.5,170,99
1228,714,H,SanAntonio,26,32,38,19,115,4,4.5,-200,1.5
1228,715,V,Utah,23,23,20,34,100,203,200.5,700,98.5
1228,716,H,Denver,28,35,25,29,117,9,12.5,-1200,2
1228,717,V,Philadelphia,25,23,32,23,103,199,1.5,-125,96.5
1228,718,H,Phoenix,18,16,20,29,83,pk,197,105,3.5
1228,719,V,NewYork,23,20,21,14,78,2.5,6,-260,2
1228,720,H,GoldenState,21,16,27,28,92,204,208.5,220,103
1229,501,V,NewJersey,16,28,18,16,78,182,181,600,90.5
1229,502,H,Orlando,28,22,25,19,94,12,11.5,-800,5
1229,503,V,SanAntonio,18,17,24,26,85,197,3,-155,6
1229,504,H,Houston,23,30,25,27,105,1,197.5,135,97.5
1229,505,V,Dallas,29,23,24,26,102,196.5,195,190,95
1229,506,H,OklahomaCity,28,28,19,29,104,7.5,5,-230,2
1229,507,V,Denver,17,36,26,23,102,199,202,200,101
1229,508,H,Portland,30,23,30,28,111,5,6,-240,4
1229,509,V,Chicago,30,30,25,23,108,8,8,-380,2.5
1229,510,H,Sacramento,24,29,22,23,98,186.5,188,310,93.5
1229,511,V,NewYork,24,27,21,10,82,199,195,150,3
1229,512,H,LALakers,31,32,17,19,99,4.5,3.5,-170,97.5
1230,801,V,Orlando,29,27,19,25,100,5.5,4,-175,90
1230,802,H,Charlotte,23,20,19,17,79,186.5,183.5,155,2
1230,803,V,Cleveland,24,23,14,23,91,187,193.5,425,97
1230,804,H,Indiana,22,23,25,14,98,9.5,9.5,-550,7
1230,805,V,Detroit,22,21,21,21,85,184,182,500,89.5
1230,806,H,Boston,24,26,36,10,96,10.5,10,-700,3.5
1230,807,V,NewJersey,19,18,35,26,98,175.5,177.5,700,88
1230,808,H,Atlanta,20,23,33,29,105,11.5,11.5,-1000,5
1230,809,V,Miami,31,20,31,21,103,9,8.5,-450,7
1230,810,H,Minnesota,20,33,22,26,101,204.5,209.5,350,104
1230,811,V,Houston,28,23,16,26,93,194,196,230,98
1230,812,H,Memphis,30,27,31,25,113,5,6.5,-270,2
1230,813,V,Phoenix,22,30,23,18,93,187.5,182.5,120,90.5
1230,814,H,NewOrleans,22,23,16,17,78,3,2.5,-140,3
1230,815,V,Toronto,23,23,24,16,86,196,192,350,95
1230,816,H,Dallas,29,21,27,22,99,9.5,8.5,-450,4
1230,817,V,Washington,24,17,26,14,81,183.5,185.5,360,2
1230,818,H,Milwaukee,36,29,13,24,102,9,8.5,-460,91.5
1230,819,V,Philadelphia,29,22,22,26,99,4,5,-200,4.5
1230,820,H,Utah,22,31,18,31,102,192.5,191.5,170,95
1230,821,V,Chicago,29,28,26,31,114,189.5,1,-115,94
1230,822,H,LAClippers,28,24,25,24,101,1,191.5,-105,1
1231,501,V,Denver,23,22,26,18,89,200,198,180,98.5
1231,502,H,LALakers,22,24,23,23,92,5.5,5,-220,3
1231,503,V,Indiana,18,26,20,24,88,3.5,2.5,-140,3.5
1231,504,H,Detroit,21,31,30,14,96,183,181.5,120,90
1231,505,V,Atlanta,22,22,16,24,84,188,193,100,2
1231,506,H,Houston,31,20,21,23,95,1,1,-120,95.5
1231,507,V,NewYork,35,21,22,36,114,1.5,1,-115,99.5
1231,508,H,Sacramento,20,22,23,27,92,198.5,201.5,-105,4
1231,509,V,Phoenix,22,24,21,30,97,198.5,201.5,650,99.5
1231,510,H,OklahomaCity,27,33,29,18,107,13,11.5,-900,2
1231,511,V,Utah,18,21,21,29,89,196,195.5,1000,97.5
1231,512,H,SanAntonio,23,31,29,21,104,14,14,-1500,3.5
1231,513,V,Philadelphia,19,31,22,35,107,1.5,2,-130,96
1231,514,H,GoldenState,25,17,12,25,79,191,191,110,2
101,801,V,Boston,28,23,22,21,94,7,7,-280,93
101,802,H,Washington,17,17,26,26,86,184.5,187,240,1
101,803,V,NewJersey,27,22,18,15,82,186,186,115,94
101,804,H,Cleveland,24,19,30,25,98,4.5,2.5,-135,3
101,805,V,Toronto,27,25,29,15,96,186.5,185.5,750,92.5
101,806,H,Orlando,18,29,23,32,102,12,12,-1100,10
101,807,V,Charlotte,15,22,27,26,90,194,197,1200,95.5
101,808,H,Miami,33,32,27,37,129,15,14,-2000,1
101,809,V,Dallas,25,16,28,13,82,3.5,2.5,-140,4
101,810,H,Minnesota,25,25,24,25,99,204,201.5,120,99
101,811,V,Memphis,12,16,16,20,64,189,187.5,240,1.5
101,812,H,Chicago,25,29,30,20,104,8,6.5,-280,91.5
101,813,V,LALakers,21,15,35,19,90,199,199,185,1
101,814,H,Denver,26,21,25,27,99,3,5.5,-225,98.5
101,815,V,NewOrleans,22,18,18,22,80,182.5,183.5,155,91
101,816,H,Sacramento,21,17,30,28,96,3.5,4,-175,4
101,817,V,Portland,17,19,16,36,88,201,199.5,135,1
101,818,H,LAClippers,21,23,25,24,93,3.5,3,-155,96.5
102,701,V,GoldenState,26,21,22,22,91,192,193.5,160,96
102,702,H,Phoenix,25,26,21,30,102,4,4.5,-180,2
102,703,V,Toronto,22,29,16,23,90,197,200,325,98.5
102,704,H,NewYork,23,11,24,27,85,8,8.5,-400,9
102,705,V,Atlanta,19,28,20,33,100,195,193.5,500,94.5
102,706,H,Miami,23,27,21,21,92,8,9.5,-650,5
102,707,V,Indiana,29,19,29,31,108,4.5,6,-250,2
102,708,H,NewJersey,21,21,22,30,94,180,180,210,88.5
102,709,V,Washington,24,24,22,22,92,185,188,600,93.5
102,710,H,Boston,23,24,22,31,100,12.5,11,-800,7.5
102,711,V,Orlando,19,27,17,15,78,3.5,5,-210,2.5
102,712,H,Detroit,21,23,24,21,89,182,184.5,175,90.5
102,713,V,SanAntonio,25,34,21,16,96,5,5,-220,4.5
102,714,H,Minnesota,35,31,28,12,106,200,196.5,180,97
102,715,V,OklahomaCity,20,27,18,22,87,1,2.5,-145,3
102,716,H,Dallas,20,34,24,22,100,199.5,196.5,125,97
102,717,V,Milwaukee,30,18,26,12,86,201,197,170,97.5
102,718,H,Denver,24,24,20,23,91,6,4.5,-200,3.5
102,719,V,NewOrleans,22,25,27,16,90,181,179.5,240,88
102,720,H,Utah,18,32,20,24,94,5.5,6.5,-280,3.5
103,501,V,Charlotte,34,17,29,21,101,187,189,150,92.5
103,502,H,Cleveland,27,30,30,28,115,5,4,-170,0.5
103,503,V,Portland,21,30,27,25,103,198,196.5,170,96.5
103,504,H,OklahomaCity,26,27,21,19,93,5.5,4.5,-200,2.5
103,505,V,Sacramento,17,33,18,28,96,187.5,190.5,220,93
103,506,H,Memphis,31,21,35,26,113,8.5,6.5,-260,3.5
103,507,V,Atlanta,23,15,18,18,74,185,183,450,89.5
103,508,H,Chicago,15,11,16,34,76,10,10,-600,10
103,509,V,Milwaukee,16,18,21,18,73,191,186.5,100,2
103,510,H,Utah,22,21,19,23,85,1.5,1.5,-120,92
103,511,V,Houston,25,21,29,24,99,192,191.5,280,94
103,512,H,LALakers,31,19,26,32,108,7,7,-340,3.5
104,701,V,Cleveland,18,21,12,26,77,190,191,180,93.5
104,702,H,Toronto,21,25,20,26,92,5,5,-220,1
104,703,V,Washington,14,24,22,25,85,188.5,189,900,94
104,704,H,Orlando,31,25,27,20,103,13.5,13,-1400,2.5
104,705,V,NewJersey,17,18,12,23,70,181,180,900,89
104,706,H,Boston,18,16,29,26,89,12,12.5,-1400,8
104,707,V,Indiana,27,12,27,17,83,195,197.5,300,2
104,708,H,Miami,29,33,26,30,118,10,7.5,-360,96.5
104,709,V,Chicago,22,29,20,28,99,6,6.5,-280,90
104,710,H,Detroit,14,21,23,25,83,183,180.5,240,1.5
104,711,V,Charlotte,30,32,26,30,118,193,201.5,600,101
104,712,H,NewYork,26,26,26,32,110,13,11.5,-800,11
104,713,V,Memphis,20,23,14,33,90,196,196.5,170,97.5
104,714,H,Minnesota,14,23,22,27,86,2.5,4.5,-200,4
104,715,V,Philadelphia,16,24,27,34,101,3.5,5.5,-230,5
104,716,H,NewOrleans,27,20,26,20,93,182,181.5,190,90
104,717,V,GoldenState,26,27,22,20,95,191,189.5,290,93
104,718,H,SanAntonio,20,25,25,31,101,8,7.5,-350,6.5
104,719,V,Phoenix,25,16,25,23,89,194,194.5,290,97
104,720,H,Dallas,25,24,28,21,98,8.5,7.5,-350,2
104,721,V,Sacramento,17,22,25,19,83,198,209,650,102
104,722,H,Denver,27,29,29,25,110,10,11,-900,2
104,723,V,Houston,26,29,20,14,89,200,207,260,103
104,724,H,LAClippers,41,26,23,27,117,5.5,7,-320,pk
105,501,V,Miami,22,32,14,25,116,3,186,165,92
105,502,H,Atlanta,19,30,21,23,109,189,4,-185,6
105,503,V,Dallas,17,12,13,29,71,192.5,189,115,4.5
105,504,H,SanAntonio,31,24,11,27,93,3,2,-135,92
105,505,V,Milwaukee,30,28,24,18,100,3,3,-155,92
105,506,H,Sacramento,25,12,31,35,103,189,187,135,3.5
105,507,V,LALakers,31,25,18,22,96,189.5,184,145,90.5
105,508,H,Portland,27,25,32,23,107,3.5,3.5,-165,2.5
106,801,V,Atlanta,20,23,27,21,102,3.5,1.5,-125,90.5
106,802,H,Charlotte,18,20,23,30,96,188.5,184,105,1
106,803,V,Detroit,19,15,22,17,73,185.5,186,475,92.5
106,804,H,Philadelphia,20,23,21,32,96,8.5,10,-625,3
106,805,V,NewJersey,22,26,27,22,97,183.5,181.5,230,90
106,806,H,Toronto,21,19,24,21,85,6.5,6,-270,5.5
106,807,V,NewYork,18,28,26,27,99,7,6,-260,4.5
106,808,H,Washington,32,15,22,27,96,197.5,200,220,100.5
106,809,V,Indiana,14,19,30,24,87,184.5,185.5,220,90.5
106,810,H,Boston,14,11,30,19,74,6,6,-260,5.5
106,811,V,Chicago,26,27,20,24,97,181,2,-130,89
106,812,H,Orlando,27,16,19,21,83,2,181.5,110,2
106,813,V,Houston,20,21,24,29,94,204,206.5,550,101
106,814,H,OklahomaCity,30,28,28,23,109,9,10.5,-750,1.5
106,815,V,Cleveland,28,24,24,22,98,197,199,250,98.5
106,816,H,Minnesota,24,21,19,23,87,7,6.5,-300,5.5
106,817,V,Denver,24,17,21,34,96,5.5,6.5,-270,7
106,818,H,NewOrleans,32,15,16,25,88,190.5,190,230,94.5
106,819,V,Memphis,26,21,17,21,85,186.5,1,-120,0.5
106,820,H,Utah,22,23,22,27,94,pk,185,100,92.5
106,821,V,Portland,19,15,21,22,77,2,2,-135,5
106,822,H,Phoenix,30,19,25,28,102,192.5,196.5,115,97.5
106,823,V,GoldenState,22,17,19,32,90,188.5,186,500,92.5
106,824,H,LALakers,20,15,32,30,97,10.5,10.5,-700,9
107,501,V,Charlotte,30,19,14,14,77,190,190,450,95
107,502,H,Indiana,22,21,28,28,99,9.5,10,-600,8.5
107,503,V,Chicago,18,27,17,32,94,3,6,-260,7
107,504,H,Atlanta,33,30,22,24,109,177,175,220,87
107,505,V,NewYork,25,39,22,17,103,4,4,-185,95
107,506,H,Detroit,24,18,15,23,80,193,191,165,3
107,507,V,Miami,31,26,21,23,101,5.5,8.5,-450,95.5
107,508,H,NewJersey,18,17,29,26,90,187,191,350,pk
107,509,V,Toronto,16,18,15,13,62,188,187,475,93
107,510,H,Philadelphia,19,22,32,24,97,10,10,-625,3.5
107,511,V,OklahomaCity,23,25,24,26,98,5,5.5,-240,3
107,512,H,Houston,21,25,26,23,95,202.5,202.5,200,97.5
107,513,V,Denver,25,30,30,32,117,195.5,199.5,165,99.5
107,514,H,SanAntonio,37,25,32,27,121,3,4.5,-185,0.5
107,515,V,NewOrleans,20,21,24,16,81,180,180,700,89.5
107,516,H,Dallas,26,26,23,21,96,10,11.5,-1000,4
107,517,V,Milwaukee,15,25,25,21,86,194,191.5,500,95.5
107,518,H,LAClippers,18,20,34,20,92,9,10,-650,7.5
107,519,V,Utah,27,18,18,25,88,186,189.5,140,97.5
107,520,H,GoldenState,19,27,20,21,87,3.5,3.5,-160,2
108,801,V,Minnesota,20,28,27,18,93,2,2.5,-145,97.5
108,802,H,Washington,17,17,26,12,72,195,196,125,3
108,803,V,Orlando,19,30,32,23,104,6.5,7,-300,4
108,804,H,Sacramento,21,26,32,18,97,189.5,195.5,250,96
108,805,V,SanAntonio,22,26,21,27,96,195,196.5,240,97
108,806,H,OklahomaCity,24,30,37,17,108,6,6.5,-280,2
108,807,V,Milwaukee,25,22,19,27,93,187.5,185,290,91.5
108,808,H,Phoenix,30,27,34,18,109,8,7.5,-350,1.5
108,809,V,Cleveland,17,18,22,21,78,196,192,500,95
108,810,H,Portland,18,24,27,29,98,10.5,10.5,-700,4
108,811,V,Memphis,22,24,22,14,82,184.5,183,260,92
108,812,H,LALakers,31,25,22,12,90,7.5,7.5,-320,1.5
109,701,V,Minnesota,25,24,20,18,87,190,186.5,135,92.5
109,702,H,Toronto,27,28,18,24,97,3.5,3,-155,pk
109,703,V,Indiana,20,20,24,22,86,183.5,185.5,245,93.5
109,704,H,Philadelphia,25,20,28,23,96,4.5,7,-305,2.5
109,705,V,Atlanta,31,25,24,26,106,6,5.5,-240,89.5
109,706,H,NewJersey,18,27,26,30,101,178.5,179,190,0.5
109,707,V,Charlotte,21,24,20,22,87,203.5,200.5,510,98
109,708,H,NewYork,24,26,22,19,91,11.5,10.5,-735,4.5
109,709,V,Detroit,21,13,25,9,68,177.5,177.5,1205,88.5
109,710,H,Chicago,21,22,25,24,92,13.5,14.5,-1905,5.5
109,711,V,NewOrleans,26,28,24,16,94,191.5,192,890,96.5
109,712,H,Denver,27,19,18,17,81,13,13.5,-1340,11.5
110,501,V,Houston,20,23,24,15,82,3,3.5,-155,1
110,502,H,Charlotte,23,16,14,17,70,194,193.5,135,95
110,503,V,Toronto,20,14,18,26,78,186,183,120,2.5
110,504,H,Washington,17,29,25,22,93,1,3,-140,93
110,505,V,Sacramento,22,20,18,25,85,197,197,425,99.5
110,506,H,Philadelphia,26,26,32,28,112,10,9.5,-550,2
110,507,V,Dallas,30,22,24,24,100,5,7,-315,88
110,508,H,Detroit,20,18,17,31,86,182,180.5,255,0.5
110,509,V,SanAntonio,33,26,22,22,103,3,2,-130,1.5
110,510,H,Milwaukee,25,34,20,27,106,189,185.5,110,91.5
110,511,V,OklahomaCity,26,28,21,25,100,3.5,2.5,-135,1
110,512,H,Memphis,25,27,19,24,95,193,193.5,115,96
110,513,V,Chicago,33,20,26,32,111,7,6.5,-300,2
110,514,H,Minnesota,17,30,27,26,100,186,184.5,240,89.5
110,515,V,Cleveland,26,17,37,25,105,188,187.5,225,93
110,516,H,Utah,27,25,33,28,113,5,6.5,-275,1
110,517,V,LAClippers,26,21,24,26,97,194,196,200,98.5
110,518,H,Portland,24,30,24,27,105,4.5,5.5,-250,1
110,519,V,Phoenix,19,23,26,15,83,187.5,191.5,305,95
110,520,H,LALakers,25,21,27,26,99,8.5,8,-375,3.5
110,521,V,Miami,22,35,27,12,106,8,9.5,-610,4.5
110,522,H,GoldenState,27,26,19,24,111,196,197,450,99.5
111,701,V,Atlanta,20,30,9,25,84,182.5,183.5,125,92
111,702,H,Indiana,28,25,27,16,96,3.5,2.5,-145,1
111,703,V,Sacramento,23,18,22,35,98,190.5,191,195,96
111,704,H,Toronto,19,21,23,28,91,4,5.5,-245,4
111,705,V,Philadelphia,15,20,21,23,79,196.5,196,155,1.5
111,706,H,NewYork,28,17,22,18,85,5,4,-175,97.5
111,707,V,Washington,15,22,16,11,64,181,180.5,640,89
111,708,H,Chicago,17,28,12,21,78,13.5,11.5,-940,4
111,709,V,OklahomaCity,22,27,24,22,95,8.5,6.5,-295,4
111,710,H,NewOrleans,27,21,22,15,85,187,183.5,235,90.5
111,711,V,Dallas,23,19,26,22,90,185,183,165,91.5
111,712,H,Boston,15,26,18,26,85,5.5,5,-205,4
111,713,V,Houston,27,23,18,22,95,197.5,198.5,245,98
111,714,H,SanAntonio,23,24,25,18,101,7,7,-305,6
111,715,V,NewJersey,28,24,28,35,115,195,198.5,745,99
111,716,H,Denver,35,33,32,23,123,12.5,12,-1145,1.5
111,717,V,LALakers,26,15,25,12,90,2,1.5,-125,2
111,718,H,Utah,23,19,19,17,87,186,183.5,105,91.5
111,719,V,Orlando,36,26,23,22,107,190,186,130,92.5
111,720,H,Portland,22,28,18,36,104,4,3,-150,5
111,721,V,Miami,24,24,21,17,89,4,3,-155,100.5
111,722,H,LAClippers,21,22,27,16,95,202.5,203.5,135,pk
112,501,V,Charlotte,21,26,19,15,81,184,181,310,91
112,502,H,Atlanta,25,32,28,26,111,10.5,7.5,-380,0.5
112,503,V,Detroit,27,16,25,25,93,178.5,178,325,88
112,504,H,Milwaukee,31,21,27,23,102,8.5,8.5,-400,2
112,505,V,NewYork,19,19,14,31,83,194,192.5,170,1.5
112,506,H,Memphis,28,21,26,19,94,2.5,4.5,-200,94
112,507,V,Cleveland,30,26,23,22,101,194,196.5,260,98.5
112,508,H,Phoenix,30,18,23,19,90,7.5,7.5,-320,6
112,509,V,Orlando,22,31,27,37,117,4,3.5,-165,3
112,510,H,GoldenState,29,28,25,27,109,185.5,187.5,145,94
113,801,V,Detroit,27,24,27,20,98,176.5,181.5,140,91.5
113,802,H,Charlotte,23,16,20,22,81,4,3.5,-160,5
113,803,V,Indiana,15,25,25,30,95,5.5,6,-250,6
113,804,H,Toronto,27,18,20,25,90,178,178,210,90
113,805,V,Washington,23,17,18,31,89,185.5,185.5,1000,92
113,806,H,Philadelphia,33,21,38,28,120,12.5,13,-1500,3
113,807,V,Chicago,26,26,15,21,88,1.5,176.5,-130,87.5
113,808,H,Boston,13,20,26,20,79,177,pk,110,5
113,809,V,Sacramento,28,24,20,17,89,198,200.5,320,101
113,810,H,Houston,26,24,31,22,103,8,8.5,-400,6.5
113,811,V,Minnesota,16,21,26,24,87,1,1.5,-113,2
113,812,H,NewOrleans,21,17,13,29,80,181,182,102,88.5
113,813,V,Portland,31,16,18,18,83,195,195.5,105,99
113,814,H,SanAntonio,27,23,15,34,99,2,1.5,-116,pk
113,815,V,Milwaukee,23,22,18,13,76,184,184,415,93
113,816,H,Dallas,32,28,23,19,102,9,9.5,-530,1
113,817,V,NewJersey,22,32,34,22,110,197.5,192.5,190,97
113,818,H,Phoenix,25,26,31,21,103,7,5,-230,4
113,819,V,Miami,21,32,28,23,104,3.5,3.5,-165,4
113,820,H,Denver,30,25,31,31,117,210,210,145,104.5
113,821,V,Cleveland,28,13,29,22,92,187.5,188,570,93
113,822,H,LALakers,32,27,23,15,97,10.5,11,-770,1.5
114,501,V,Boston,24,24,19,16,83,180,180.5,145,1
114,502,H,Indiana,29,27,26,15,97,3.5,3.5,-165,90
114,503,V,Philadelphia,23,29,25,26,103,8,8,-370,1
114,504,H,Washington,26,14,20,30,90,184,186,305,94
114,505,V,Minnesota,24,29,18,20,91,189,188,270,95
114,506,H,Atlanta,18,24,21,30,93,7.5,7,-330,6.5
114,507,V,GoldenState,25,21,27,27,100,2.5,3.5,-165,6
114,508,H,Charlotte,38,28,27,19,112,188.5,190.5,145,95
114,509,V,Portland,21,32,23,21,105,2,1,100,1.5
114,510,H,Houston,27,31,26,13,107,196,196,-110,98.5
114,511,V,NewYork,22,25,18,27,92,193.5,197,600,96.5
114,512,H,OklahomaCity,32,38,22,12,104,11.5,11,-800,0.5
114,513,V,NewOrleans,24,23,28,24,99,177,175,580,86.5
114,514,H,Memphis,20,37,29,22,108,11,11,-780,2.5
114,515,V,Toronto,14,23,15,12,64,177,176.5,1200,88.5
114,516,H,Chicago,23,14,19,21,77,13,14,-2000,9.5
114,517,V,NewJersey,20,20,27,27,94,187.5,190.5,320,95
114,518,H,Utah,30,27,30,20,107,9,8,-400,0.5
114,519,V,Sacramento,11,12,22,15,60,191.5,195,650,0.5
114,520,H,Dallas,27,25,20,27,99,12,12,-900,96
114,521,V,LALakers,24,18,30,22,94,187.5,188,115,3
114,522,H,LAClippers,31,24,21,26,102,2.5,2.5,-135,93.5
115,801,V,GoldenState,24,20,30,25,99,184,187.5,155,94
115,802,H,Detroit,19,29,21,22,91,4,4.5,-180,1.5
115,803,V,Utah,25,23,29,29,106,203,206.5,500,104.5
115,804,H,Denver,26,22,25,23,96,10,10.5,-725,7
115,805,V,Phoenix,26,16,26,23,91,197.5,197,355,97.5
115,806,H,SanAntonio,30,26,22,24,102,7.5,8.5,-455,1
116,701,V,Orlando,17,28,28,29,102,192,2,-125,2.5
116,702,H,NewYork,23,28,24,18,93,pk,193,105,95
116,703,V,Chicago,21,17,28,20,86,5,2,-130,5.5
116,704,H,Memphis,28,30,19,25,102,178.5,174.5,110,84.5
116,705,V,Milwaukee,25,18,19,20,82,189,185,355,92.5
116,706,H,Philadelphia,31,16,29,18,94,8.5,8.5,-455,4
116,707,V,Houston,27,31,33,23,114,5.5,5.5,-245,2.5
116,708,H,Washington,28,26,21,31,106,190.5,192.5,195,97
116,709,V,Cleveland,30,16,33,23,102,194.5,193,-105,3
116,710,H,Charlotte,23,34,20,17,94,2.5,1,-115,95.5
116,711,V,Portland,20,17,27,20,84,6,6,-250,4
116,712,H,NewOrleans,15,20,16,26,77,182.5,181.5,200,90
116,713,V,NewJersey,17,23,23,28,91,195,193,270,96
116,714,H,LAClippers,32,21,21,27,101,9.5,7.5,-340,0.5
116,715,V,Toronto,18,27,26,13,84,178.5,177.5,465,89
116,716,H,Atlanta,26,24,23,20,93,11,10,-655,4.5
116,717,V,Sacramento,22,24,16,24,86,192,198,260,98
116,718,H,Minnesota,28,14,25,32,99,7,7.5,-320,7
116,719,V,OklahomaCity,25,21,26,25,97,2,2.5,-145,92
116,720,H,Boston,17,22,23,26,88,188,186.5,125,1
116,721,V,Dallas,18,17,16,19,70,181.5,183,165,91
116,722,H,LALakers,15,24,7,27,73,4,4,-185,2
117,501,V,Charlotte,24,26,17,22,89,192,193,700,96
117,502,H,Orlando,17,30,20,29,96,12,12,-1000,9.5
117,503,V,GoldenState,26,29,26,24,105,197.5,196.5,110,99
117,504,H,Cleveland,26,24,29,16,95,2.5,2,-130,2
117,505,V,SanAntonio,35,28,12,23,98,202,197.5,250,96.5
117,506,H,Miami,26,23,39,32,120,6,7,-300,7.5
117,507,V,Phoenix,31,16,21,29,97,183,181,370,0.5
117,508,H,Chicago,39,28,29,22,118,10,9,-470,90
117,509,V,Denver,26,37,22,20,105,3,3,-150,94.5
117,510,H,Milwaukee,21,23,23,28,95,200.5,197.5,130,3.5
117,511,V,Detroit,20,20,19,21,80,187.5,188.5,285,93.5
117,512,H,Houston,28,19,22,28,97,8,7.5,-345,2
117,513,V,LAClippers,17,24,18,20,79,192,190,170,94
117,514,H,Utah,29,23,26,30,108,2.5,5,-200,pk
118,701,V,Denver,19,32,27,18,108,201,203.5,195,101.5
118,702,H,Philadelphia,28,17,27,24,104,6,6,-245,4.5
118,703,V,OklahomaCity,22,29,25,26,102,11,11,-870,5.5
118,704,H,Washington,18,28,26,33,105,197.5,197,570,97.5
118,705,V,SanAntonio,13,24,20,18,85,195,192.5,165,94
118,706,H,Orlando,19,21,18,17,83,5,5,-190,2
118,707,V,Phoenix,20,25,19,27,91,195,200.5,300,96.5
118,708,H,NewYork,19,23,19,27,88,8,8,-370,6
118,709,V,GoldenState,31,25,27,17,100,197,197,130,98.5
118,710,H,NewJersey,29,26,24,28,107,2.5,3,-150,2
118,711,V,Toronto,14,24,17,18,73,177,175.5,420,88
118,712,H,Boston,29,15,29,23,96,9.5,9,-530,4
118,713,V,Detroit,20,22,29,14,85,185.5,186,350,92.5
118,714,H,Minnesota,17,19,28,29,93,8.5,8.5,-450,7.5
118,715,V,Memphis,33,22,17,21,93,5,4,-175,89.5
118,716,H,NewOrleans,22,26,19,20,87,176.5,177,155,pk
118,717,V,Portland,17,25,20,27,89,186,185,115,2
118,718,H,Atlanta,21,30,24,17,92,2,2.5,-135,91.5
118,719,V,Indiana,23,27,30,8,88,4,5.5,-220,1.5
